-0.77	1.74	2.5
-0.21	4.52	1.32
-0.63	3.41	0
-1.04	2.16	0.77
-0.21	0.63	2.5
0.07	1.11	1.67
-0.49	2.92	0
-0.28	2.37	-1.04
-0.21	2.85	-0.21
-0.9	1.6	0
-1.32	-0.14	-0.42
-0.9	0.9	-1.18
0	2.85	-1.39
-0.14	0.7	-0.28
-0.9	0.14	-2.43
-0.83	1.88	-3.83
0.83	2.37	-4.73
-0.28	-0.35	-3.76
-0.7	-0.35	-3.9
-0.49	0.7	-3.27
-1.11	-0.28	-2.09
-1.81	0.49	-1.18
-1.32	0.21	-1.04
-1.67	-0.9	-0.9
-1.46	-1.11	0.49
-1.53	-2.57	-0.49
-1.74	-2.23	-0.63
-1.25	-5.36	-7.23
0.35	-5.01	-12.73
1.46	-3.69	-17.88
1.95	-2.71	-19.48
2.02	-3.27	-18.3
1.18	-3.69	-16.07
0.21	-1.53	-10.64
-1.6	0.14	-4.45
-4.17	0.14	4.87
-6.54	-1.39	14.33
-7.86	-0.63	19.34
-7.51	0.9	20.94
-7.58	2.3	21.01
-7.17	1.74	19.9
-5.7	1.88	18.37
-4.73	1.81	15.44
-3.9	1.6	11.13
-3.34	1.81	8.28
-2.64	1.81	5.98
-1.74	0.97	3.34
-1.39	0.56	1.25
-0.9	-0.21	-0.21
-0.63	0	-1.32
