-0.08	0.06	0.85	
-0.06	0.06	0.9
-0.05	0.07	0.94
-0.06	0.04	0.94
-0.1	0.01	0.96
-0.2	-0.05	1.04
-0.34	-0.21	1.17
-0.42	-0.22	1.13
-0.44	-0.17	0.98
-0.34	0.05	0.66
-0.34	0.24	0.51
-0.36	0.26	0.49
-0.42	-0.02	0.74
-0.49	-0.27	0.99
-0.5	-0.38	1.06
-0.46	-0.18	0.91
-0.31	0.1	0.78
-0.28	0.26	0.7
-0.23	0.27	0.67
-0.22	0.2	0.63
-0.28	0.08	0.69
-0.28	0.03	0.78
-0.28	0.03	0.85
-0.22	0.1	0.82
-0.16	0.16	0.77
-0.17	0.22	0.82
-0.22	0.26	0.91
-0.29	0.2	1.02
-0.24	0.26	1.05
-0.13	0.28	1.03
-0.45	0.08	1.03
-0.74	0.31	1
-0.63	0.34	0.88
-0.53	0	0.79
-0.52	-0.23	0.77
-0.47	0	0.82
-0.34	0.36	0.79
-0.35	0.3	0.74
-0.35	0.04	0.66
-0.34	-0.08	0.66
-0.3	-0.14	0.7
-0.26	-0.13	0.78
-0.26	-0.05	0.78
-0.2	0.06	0.66
-0.13	0.06	0.64
-0.08	0.05	0.72
-0.1	0.07	0.86
-0.24	0.02	1.03
-0.2	-0.05	1.06
-0.11	-0.11	1.06
