0	0.56	-0.35
-0.35	0.14	-0.07
-0.35	0.28	0.28
-0.21	-0.14	0.56
-0.14	0.14	0.83
0.07	0.49	0.9
0.28	-0.07	1.11
0.07	-0.21	0.97
-0.14	0.07	0.83
-0.28	0.42	-0.07
-0.07	1.04	-0.28
-0.14	0.49	-0.28
-0.35	0.7	-0.35
-0.14	0.56	-0.07
0.07	-0.56	0.42
0.21	0.63	0.28
-0.07	0.97	-0.21
-0.07	0.63	-0.21
-0.14	-0.07	-0.07
-0.07	-0.21	-0.56
-0.28	1.04	-0.42
-0.21	0.97	-0.63
-0.35	0.42	0.14
-0.28	0.07	-0.35
-0.21	1.25	-0.35
-0.14	1.18	-0.35
-0.14	0.14	-0.35
-0.14	0.83	-0.28
-0.07	1.39	-0.14
-0.21	0.7	-0.21
-0.49	0.56	-0.28
-0.14	0.56	-0.63
-0.21	1.25	0.21
-0.35	1.25	0.35
-0.35	1.32	1.11
-0.21	2.57	1.25
0.21	4.87	0.63
0.35	4.87	-0.35
-0.14	2.57	-0.9
-0.07	0.77	-0.83
0.42	-0.49	0.14
-0.07	2.09	0.7
-0.28	3.13	0.63
0.07	1.18	1.53
0.21	-1.67	2.16
-0.42	-2.02	1.95
0.35	1.81	-0.28
-0.21	7.37	-0.97
0.35	5.5	0
1.04	2.71	1.11
