-0.42	0.14	-0.49
-0.49	1.11	-1.39
-0.35	1.53	-1.11
-0.63	-0.77	0.21
-0.63	-1.6	0.7
-0.97	0.14	0.35
-1.32	0	0.83
-1.39	0	1.46
-0.97	1.46	1.46
-0.97	2.43	0.35
-0.77	2.37	0.42
-0.97	1.04	0.49
-0.9	0.77	0.35
-1.46	-2.43	1.46
-1.39	-2.85	0.28
-0.63	1.04	-0.42
-0.7	1.32	-0.21
-0.49	2.78	-0.77
-0.83	1.67	-0.83
-0.49	1.25	-0.35
-0.56	2.85	-0.63
-0.63	2.37	-0.35
-0.28	1.6	-0.77
0	2.78	-1.25
-0.28	2.92	-1.88
-0.14	2.37	-2.3
-0.35	0.97	-1.88
-0.35	1.25	-1.88
0	2.23	-2.16
-0.35	1.88	-2.16
-0.42	1.11	-1.6
-0.77	0.9	-1.32
-0.9	0.9	-0.97
-0.56	2.09	-1.46
-0.28	1.53	-1.6
-0.21	1.32	-1.74
-0.83	1.74	-1.39
-0.97	2.64	-1.18
-0.83	2.3	-1.95
-0.28	2.09	-2.16
-0.49	2.02	-2.78
-1.39	1.6	-2.5
-0.9	1.46	-2.85
-0.97	2.23	-2.37
-1.32	3.27	-2.57
-0.9	1.11	-2.16
-1.46	0.49	-2.02
-1.74	2.99	-2.5
-1.39	4.8	-2.5
-1.32	3.27	-3.48
